id,category,body
5374,sci.med,"My girlfriend is in pain from kidney stones. She says that because she has no medical insurance, she cannot get them removed. My question: Is there any way she can treat them herself, or at least mitigate their effects? Any help is deeply appreciated. (Advice, referral to literature, etc...) Thank you,"
5375,sci.med,":Thanks for all your assistance. I'll see if he can try a :different brand of patches, although he's tried two brands :already. Are there more than two? The brands I can come up with off the top of my head are Nicotrol, Nicoderm and Habitrol. There may be a fourth as well."
5376,sci.med,"Anyone have any information on the effects/origin of oxaprozin? It's marketed under the name ""DAYpro"", and appears to be an anti-inflammatory. Is it similar to naproxin? Stronger? TIA"
5377,sci.med,"The term arrhythmia is usually used to encompass a wide range of abnormal heart rhythms (cardiac dysrhythmias). Some of them are very serious while others are completely benign. Having ""a few irregular beats"" on an EKG could be serious depending on what those beats were and when they occurred, or could be of no significance. Low blood potassium levels probably predispose people with underlying heart disease to develop arrhythmias. Very low potassium levels are clearly dangerous, but it is not clear how much of a problem low-end-of-normal levels are: a lot of cardiologists seem to treat anyone…"
5378,sci.med,"Archive-name: typing-injury-faq/software Version: 1.8, 7th December 1992 This FAQ is actually maintained by Richard Donkin <richardd@hoskyns.co.uk>. I post it, along with the other FAQ stuff. If you have questions, you want to send mail to Richard, not me. -- Dan Software Tools to help with RSI ------------------------------- This file describes tools, primarily software, to help prevent or manage RSI. This version now includes information on such diverse tools as calendar programs and digital watches... Please let me know if you know any other tools, or if you have information or opinions on…"
5379,sci.med,"I was part of a study a few years ago at the University of Arizona to see whether cross dominant individuals (those with a particular handedness but who had dominance in the opposite eye) were better hitters than those with same side dominance of hand and eye. I was picked from my softball class because I was cross dominant (right hand, left eye) which put me in a small minority (and the grad student was trying to get an equal number of cross dominant and same side dominant people). To control the study, she used a pitching machine - fast pitch. Since I was used to slow pitch, I didn't come…"
5380,sci.med,"It likely has nothing to do with ""chunks of plaque"" but it sounds like you may have a neurovascular compromise to your arm and you need medical attention *before* doing any more weight lifting. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5381,sci.med,".................... This example is probably wrong. There is the case of one famous physicist telling another that he was probably wrong. As I recall the quote: Your ideas are crazy, to be sure. But they are not crazy enough to be right. The typical screwball is only somewhat screwy."
5382,sci.med,">evidence of the 'yeast connection', I cannot guarantee their safety. >For their incompetence, ripping off their lips is justified as far as >I am concerned. This doesn't sound like Candida Albicans to me."
5383,sci.med,"I am sorry to once again bother those of you on this newsgroup. If you have any suggestions as to where I might find out about the subject of this letter (the origin of Morphine, ie. who first isolsted it, and why he/she attempted such an experiment). Once agian any suggestion would be appreciated. CSH p.s. My instructer insists that I get 4 rescources from this newsgroup, so please send me and info you think may be helpful. Facts that you know, but don't know what book they're from are ok. ATTENTION: If you do NOT like seeing letters such as this one on your newsgroup direct all complaints…"
5384,sci.med,": Living things maintain small electric fields to (1) enhance certain : chemical reactions, (2) promote communication of states with in a : cell, (3) communicate between cells (of which the nervous system is : a specialized example), and perhaps other uses. True. : These electric fields change with location and time in a large : organism. Also True. : Special photographic techniques such as applying external fields in : Kirillian photography interact with these fields or the resistances : caused by these fields to make interesting pictures. Not really. Kirlian photography is taking pictures…"
5385,sci.med,"[reply to ron.roth@rose.com (ron roth)] Ron, you're an endless source of misinformation! There ARE no sacral vertebrae. There is a bone called the sacrum at the end of the spine. It is a single, solid bone except in a few patients who have a lumbarized S1 as a normal variant. How do you adjust a solid bone, break it? No, don't tell me, I don't want to know."
5386,sci.med,"Gee! Maybe I've misjudged you, Russell. Anyone who agrees with something I say can't be all bad. ;-) Seriously, I'm not sure whether I misjudged you or not, in one respect. I still have a major problem, though, with your insistence that science is mainly about avoiding mistakes. And I still disagree with your contention that nobody who doesn't use methods deemed ""scientific"" can possibly know what's true and what's not. Okay, so let's see if we agree on this: FIRST of all, there are degrees of certainty. It might be appropriate, for instance, to demand carefully controlled trials before we…"
5387,sci.med,"[reply to todamhyp@charles.unlv.edu (Brian M. Huey)] Kirilian. There turned out to be a very simple, conventional explanation for the phenomenon. I can't recall the details, but I believe it had to do with the object between the plates altering the field because of purely mechanical properties like capacitance. The ""aura"" was caused by direct exposure of the film from variations in field strength."
5388,sci.med,"The danger in philosophizing about science is that theory and generalization can end up being far removed from the actual day-to-day of the grunt at the bench. Yes, its great to be involved in a process were I can walk into the lab after a heavy night of dreaming and just do something for the hell of it (as long as my advisor doesn't catch me - which is easy enough to do), but stamping out such behavior seems to be the purpose in life of grant review committees and the peer review process in general. In today's world that's what determines what science is: what gets funded. And a damn good…"
5389,sci.med,"From article <1993Apr22.233001.13436@vax.oxford.ac.uk>, by krishnas@vax.oxford.ac.uk: The areas that are least likely to hurt are where you have a little fat. I inject on my legs and gut, and prefer the gut. I can stick it in at a 90 degree angle, and barely feel it. I'm not fat, just have a little gut. My legs however, are muscular, and I have to pinch to get anything, and then I inject at about a 45 degree angle,and it still hurts. The rate of absorbtion differs for subcutaneous and muscular injections however--so if it's a daily thing it would be best not to switch places every day to keep…"
5390,sci.med,"Not one, but two: Obesity in Europe 88, proceedings of the 1st European Congress on Obesity Annals of NY Acad. Sci. 1987"
5391,sci.med,"A relative of mine has recently been diagnosed with ""stage 3 papillary cell ovarian cancer"". We are urgently seeking the best place in the country for treatment for this. Does anyone have any suggestions? As you might suspect, time is of the essence."
5392,sci.med,"Sumatriptan(Imitrex) just became available in the US in a subcutaneous injectable form. Is there an oral form available in CA? A friend(yes really not me!) has severe migranes about 2-3 times per week. We live right by the CA border and he has gotten drugs for GERD prescribed by a US physician and filled in a CA pharmacy, but not yet FDA approved in the US. What would be the cost of the oral form in CA$ also if anyone would have that info?"
5393,sci.med,"The case report of the first xenotransplant was published in Lancet 1993; 341:65-71. I can send you a reprint if you are interested. There was another paper, sort of a tour of the horizon, written by Starzl and published in the Resident's Edition of the Annals of Surgery (vol 216, October 1992). It's in the Surgical Resident's Newsletter section, so you won't find it in the regular issue of the Annals. I don't have any reprints of that one. A paper has been accepted for publication by Immunology Today, though I'm not sure when it's coming out, describing our experience with the two xenografts…"
5394,sci.med,"Dr. willian Horatio Bates born 1860 and graduated from med school 1885. Medical career hampered by spells of total amnesia. Published in 1920, his great work ""The Cure of Imperfect Eyesight by Treatment With- out Glasses"", He made claims about how the eye actually works that are simply NOT TRUE. Aldous Huxley was one of the more ""high profile"" beleivers in his system. Mr. Huxley while giving a lecture on Bates system forgot the lecture that he was supposedely reading and had to put the paper right up to his eyes and then resorted to a magnifying glass from his pocket. book have been written…"
5395,sci.med,"There is no database for infantile spasms, nor a newsgroup, that I know of. The medical library will be the best source of information for you. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5396,sci.med,HELP! Maybe anybody know names of conferences in Please help Me find any information for next keywords: echocardiography and cardiology+dopler I hawe no informatins on this subjects 2 years becouse i leave in Tbilisy. sorry for my bad english! MY adress: irina@kiria.kheta.georgia.su
5397,sci.med,"No, there's no evidence that would convince any but the most credulous. The ""evidence"" is identical to the sort of evidence that has been used to justify all sorts of quack treatments for quack diseases in the past. I like the implication here. It must not be that the quacks making millions off such ""diseases"" are biased -- rather that those who doubt their existence don't understand the real world. It seems easy to picture a 19th centure snake oil salesman saying the same thing. However, I have been in the trenches long enough to have seen multiple quack diseases rise and fall in popularity.…"
5398,sci.med,"The reason I'm posting this article to this newsgroup is to: 1. gather any information about this disorder from anyone who might have recently been *e*ffected by it ( from being associated with it or actually having this disorder ) and 2. help me find out where I can access any medical literature associated with seizures over the internet. Recently, I had a baby boy born with seizures which occured 12-15 hours after birth. He was immediately transferred to a major hospital in Boston and has since been undergoing extensive drug treatment for his condition. This has been a major learning…"
5399,sci.med,"There's a lot of evidence, it just hasn't been adequately gathered and published in a way that will convince the die-hard melancholic skeptics who quiver everytime the word 'anecdote' or 'empirical' is used. For example, Dr. Ivker, who wrote the book ""Sinus Survival"", always gives, before any other treatment, a systemic anti-fungal (such as Nizoral) to his new patients IF they've been on braod-spectrum anti-biotics 4 or more times in the last two years. He's kept a record of the results, and for over 2000 patients found that over 90% of his patients get significant relief of allergic/sinus…"
5400,sci.med,"To start with, no methodology or form of reasoning is infallible. So there's a question of how much certainty we are willing to pay for in a given context. Insistence on too much rigor bogs science down completely and makes progress impossible. (Expenditure of sufficiently large sums of money and amounts of time can sometimes overcome this.) On the other hand, with too little rigor much is lost by basing work on results which eventually turn out to be false. There is a morass of studies contradicting other studies and outsiders start saying ""You people call THIS science?"" (My opinion, for…"
5401,sci.med,"Does the Bates method work? I first heard about it in this newsgroup several years ago, and I have just got hold of a book, ""How to improve your sight - simple daily drills in relaxation"", by Margaret D. Corbett, ('Authorized instructor of the Bates method), published in 1953. It talks about vision improvement by relaxation and exercise. Has there been any study on whether this method actually works? If it works, is it by actually shortening the previously elongated eyeball, or by increasing the lens's ability to flatten itself in order to compensate for the too-long eyeball? Since myopia is…"
5402,sci.med,"I just found out about the sublinguals disappearing too. I don't know why. Perhaps because they weren't as profitable as cafergot. Too bad, since tablets are sometimes vomited up by migraine patients and they don't do any good flushed down the toilet. I suspect we'll be moving those patients more and more to the DHE nasal spray, which is far more effective. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5403,sci.med,"Sometimes I have a problem with doctor's prescribing medicine like this. I of course don't know the exact situation, and anti-depressants may work, but it isn't helping the ringing at all, is it? Mine started about three years back. Turns out I have tinnitus bilateral (translation: ringing in both ears, basically ;). If this is what it is, she'll probably get used to it. It would keep me up and drive me nuts too, but nowadays, I have to plug both my ears with my fingers to check to see if they are ringing. Usually they are, but you get so used to it, it just gets tuned out. Yes, this is what…"
5404,sci.med,"Nothing unisual. Quote: "" Chinese Restaurant Syndrome (CRS): a transient syndrome, associated with arterial dilatation, due to ingestion of monosodium glutamate, which is used liberally in seasoning chinese food; it is characterized by throbbing of the head, lightheadedness, tightness of the jaw, neck and shoulders, and bachache. "" End quote. Source: Dorland's Illustrated Medical Dictionary, 27th edition, 1988, W.B. Saunders, p 1632. This was known long ago. Brain produces and uses some MSG naturally, but not in doses it is served at some chinese places. Having said that, i might add, that in…"
5405,sci.med,"All your friend really has to do is find a Registered Dietician(RD). While most work in hospitals and clinics, many major cities will have RD's who are in ""private practice"" so to speak. Many physicans will refer their patients with Crohn's disease to RD's for dietary help. If you can get your friend's physician to make a referral, medical insurance should pay for the RD's services just like the services of a physical therapist. The better medical insurance plans will cover this but even if your friend's plan doesn't, it would be well worth the cost to get on a good diet to control the…"
5406,sci.med,"Your doctor is right. It is best to do nothing, besides taking some pain medication initially. Some patients don't like this and expect, or demand, to have something done. In these cases some physicians will ""tape"" the patient (put a lot of heavy adhesive tape around the chest), or prescribe an elastic binder. All this does is make it harder to breath, but the patient doesn't feel cheated, because soemthing is being done about the problem. Either way, the end results are the same. =================================="
5407,sci.med,"Unfortunately, Hep B infection can eventuate in chronic hepatitis and subsequent cirrhosis. Although not many patients with Hep B go on to chronic hepatitis, it does still occur in a good number (20%?) and is something to keep in mind. Hepatitis C (was: non-A, non-B Hep) much more frequently leads to chronic hep and cirrhosis. There is also an autimmune chronic hepatitis that affects mostly younger women which also leads to cirrhosis. Of course, cirrhosis is a most unkind disease. The most dangerous effects relate to portal hypertension and loss of liver function. Patients develop…"
5408,sci.med,"But it is quite a leap in logic to observe one situation where anecdotal evidence led nowhere and therefore conclude that anecdotal evidence will NEVER lead anywhere. I'm sure somebody here can provide an example where anecdotal evidence (and the interpretation of it) was upheld/verified by follow-on rigorous clinical trials. Good point. There has been a tendency by some on this newsgroup to ""circle the wagons"" to the viewpoint that anecdotal medical evidence is worthless (maybe to counter the claims of those who are presenting anecdotal evidence to support controversial subjects, such as the…"
5409,sci.med,I recall that the issue is that fat on the meat liquifies and then drips down onto the hot elements--whatever they are--that the extreme heat then catalyzes something in the fat into one or more carcinogens which then are carried back up onto the meat in the smoke.
5410,sci.med,"The speculum is the little cone that fits on the end of the otoscope. There are also vaginal specula that females and gynecologists are all too familiar with. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5411,sci.med,"It can suppress secretion of prolactin. Is useful in cases of galactorrhea. Some adenomas of the pituitary secret too much. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5412,sci.med,"someone wrote in expressing concern about getting AIDS from acupuncture needles..... Unless your friend is sharing fluids with their acupuncturist who themselves has AIDS..it is unlikely (not impossible) they will get AIDS from acupuncture needles. Generally, even if accidently inoculated, the normal immune response should be enough to effectively handle the minimal contaminant involved with acupuncture needle insertion. Most acupuncturists use disposable needles...use once and throw away. They do this because you are not the only one concerned about transmission of diseases via this…"
5413,sci.med,"I was wondering if anyone had any information about Molluscous contagiosem. I acquired it, and fortunately got rid of it, but the question still lingers in my mind: Where did it come from? The little bit of info that I have received about it in the past states that it can be transmitted sexually, but also occurs in small children on the hands, feet and genitalia. Any information will be greatly appreciated. ""I grow old, I grow old; I shall wear my trousers rolled."""
5414,sci.med,"Obviously, it wouldn't be of much help to treat one problem by knowingly introducing another. Cancer mestastizes. My imperfect understanding of the facts are that gonadal cancer is particularly dangerous in this regard. I haven't done the research on it, but I don't recall ever hearing of a case of cancer being transmitted by a blood transfusion. Probably just a common sense kind of arbitrary precaution. Transmissable diseases like malaria though are obviously another story."
5415,sci.med,"This is also commonly seen in new teachers. The first few years, they're sick a lot, but gradually seem to build up immunities to almost everything common. Come to think of it, I was about my healthiest when I was working in a pathogens lab, exposed to who-knows-what all the time. Pre-OSHA, of course."
5416,sci.med,"If you think you have kidney stones or your doctor tells you that you do, DEFINITELY follow up on it. My sister was diagnosed with kidney stones 1 1/2 years ago and given medication to take to dissolve them. After that failed and she continued to be in great pain, they decided she had endometriosis. When they did exploratory surgery, they discovered she had a tumor, which turned out to be rhabdomyosarcoma -- a very rare and agressive cancer. I realize this is not what happens in the majority of cases, but you never know what can happen and shouldn't take chances!"
5417,sci.med,"If the nose culture shows Staph, then Ceftin or even Ceclor are better. Suprax does not kill Staph. Treating bacterial infections involves a lot of try-and-fail because the infections often involve multiple organisms with many resistant strains. Some 60% of Hemophilus Influenza strains are now resistant. What works for me and my organisms may not work for you and yours. Keep experimenting. Ken Colby"
5418,sci.med,"i used to say ""if i were hot enough, you could fry an egg on my oily face"". i am now 50 yrs old and my skin looks younger (i'm told) than some people's skin at 30 (it's still oily). i have only a very few tiny wrinkles. Thank your lucky stars for that skin."
5419,sci.med,Steve Dyer points out that Sharen was probably thinking of Sulfites. But the question still stands.
5420,sci.med,"I have a friend who has just been diagnosed with Lupus, and I know nothing about this disease. The only thing I do know is that this is some sort of skin disease, and my friend shows no skin rashes - in fact, they used a blood test to determine what had been wrong with an on going sacro- illiac joint problem. I am finding a hard time finding information on this disease. Could anyone please enlighten me as to the particulars of this disease. please feel free to E-mail me at bytor@cruzio.santa-cruz.ca.us"
5421,sci.med,"Why do you think he would be called a quack? The quacks don't do cultures. They poo-poo doing more lab tests: ""this is Lyme, believe me, I've seen it many times. The lab tests aren't accurate. We'll treat it now."" Also, is Dr. N's practice almost exclusively devoted to treating Lyme patients? I don't know *any* orthopedic surgeons who fit this pattern. They are usually GPs. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5422,sci.med,"Thanks to Tarl Neustaedter of MA for kindly letting me know that my reference in prior post to Orwell and ""1984"" should probably have been to Huxley and ""Brave New World."" Sorry, Al."
5423,sci.med,"SP> From: paulson@tab00.larc.nasa.gov (Sharon Paulson) SP> to describe here. I have a fourteen year old daugter who experienced SP> a seizure on November 3, 1992 at 6:45AM after eating Kellog's Frosted SP> Flakes. SP> Well, we were going along fine and the other morning, April 5, she had SP> a bowl of another Kellog's frosted kind of cereal, Fruit Loops (I am SP> When I mentioned what she ate the first time as a possible reason for SP> the seizure the neurologist basically negated that as an idea. Now SP> after this second episode, so similar in nature to the first, even SP> he is scratching…"
5424,sci.med,"It's on page 315, about 2 1/2 inches up from the bottom and an inch in from the right. At least we know what some people *haven't* read and remembered."
5425,sci.med,"So just what was it you wanted to say? -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5426,sci.med,"No, there is something called the ""Delany Amendment"" which makes carcinogenic food additives illegal in any amount. This was passed by Congress in the 1950's, before stuff like mass spectrometry became available, which increased detectable levels of substances by a couple orders of magnitude. This is why things like cyclamates and Red #2 were banned. They are very weakly carcinogenic in huge quantities in rats, so under the Act they are banned. This also applies to natural carcinogens. Some of you might remember a time back in the 1960's when root beer suddenly stopped tasting so good, and…"
5427,sci.med,"[reply to keith@actrix.gen.nz (Keith Stewart)] It would help if you (and anyone else asking for medical information on some subject) could ask specific questions, as no one is likely to type in a textbook chapter covering all aspects of the subject. If you are looking for a comprehensive review, ask your local hospital librarian. Most are happy to help with a request of this sort. Briefly, this is a condition in which patients who have significant residual weakness from childhood polio notice progression of the weakness as they get older. One theory is that the remaining motor neurons have to…"
5428,sci.med,"Also, don't forget that it's better for your health to enjoy your steak than to resent your sprouts ..."
5429,sci.med,"I am very interested in investigations of starvation for improving health. I am the young Russian reseacher and have highest medical education and expierence in reseach work in biological field and would like to work on this problem. Can anybody send me the adresses of the hospitals or Medical Centers where scientific problems of human starvation for the health are investigated? Also I would like to set scientific contacts with colleagues who deals with investigations in this field. I would be very appreciated anyone reply me. Pls, contact by post: 142292, Russia, Moscow Region, Puschino,…"
5430,sci.med,"It depends on the cause of the pneumonia. For treating bacterial pneumonia in young otherwise-healthy non-smokers, erythromycin is usually considered the antibiotic of choice, since it covers the two most-common pathogens: strep pneumoniae and mycoplasma pneumoniae."
5431,sci.med,"There's been extensive discussion on the CompuServe Cancer Forum about Dr. Burzynski's treatment as a result of the decision of a forum member's father to undertake his treatment for brain glioblastoma. This disease is universally and usually rapidly fatal. After diagnosis in June 1992, the tumor was growing rapidly despite radiation and chemotherapy. The forum member checked extensively on Dr. Burzynki's track record for this disease. He spoke to a few patients in complete remission for a few years from glioblastoma following this treatment and to an NCI oncologist who had audited other such…"
5432,sci.med,"Interesting statements, simply because I have been told otherwise. I'm certainly not questioning Steve's claims, as for one I am not a doctor, and I agree that foods don't bring on the recurrence of Crohn's. But inflammation can be either mildly or DRASTICALLY enhanced due to food. Having had one major obstruction resulting in resection (is that a good enough caveat :-), I was told that a *LOW RESIDUE* diet is called for. Basically, the idea is that if there is inflammation of the gut (which may not be realized by the patient), any residue in the system can be caught in the folds of…"
5433,sci.med,"Endometriosis is where cells that would normally be lining the uteris exist outside the uteris. Sometimes this causes problems, often it doesn't. There is generally no need to remove pockets of endometriosis unless they are causing other problems. One lady I know had Endometriosis in an ovary. This caused her a _great_ deal of pain. Another lady I know has an endometrial cyst in her abdominal wall; she is not having it removed. The American Fertility Society has information on this and they probably maintain a list of physicians in all parts of the continent that deal with endometriosis. You…"
5434,sci.med,"[reply to geb@cs.pitt.edu (Gordon Banks)] I made a decision a while back that I will not be bullied into getting studies like a CT or MRI when I don't think they are indicated. If the patient won't accept my explanation of why I think the study would be a waste of time and money, I suggest a second opinion."
5435,sci.med,"""Diet Evangelist"". Good term. Fits Atkins to a ""T"". -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5436,sci.med,"Melissa, there is a simpler procedure called a ""Dorsal slit"" that is really the first step of the usual circumcision. It is simpler and quicker, but the pain is about the same as circumcision after the anesthetic wears off and the aesthetic result post healing is not as good. See your friendly urologist for more details. Len Howard ."
5437,sci.med,"I've gotten migraines after exercise, though for me it seems to be related to exercising without having eaten recently."
5438,sci.med,I had this one time. I attributed it to a lack of sleep since it disappeared after a few nights of good zzz's.
5439,sci.med,": Am I justified in being pissed off at this doctor? : : Last Saturday evening my 6 year old son cut his finger badly with a knife. : I took him to a local ""Urgent and General Care"" clinic at 5:50 pm. The : clinic was open till 6:00 pm. The receptionist went to the back and told the : doctor that we were there, and came back and told us the doctor would not : see us because she had someplace to go at 6:00 and did not want to be delayed : here. During the next few minutes, in response to my questions, with several : trips to the back room, the receptionist told me: : - the doctor was doing…"
5440,sci.med,"This is the second post which seems to be blurring the distinction between real disease caused by Candida albicans and the ""disease"" that was being asked about, systemic yeast syndrome. There is no question that Candida albicans causes thrush. It also seems to be the case that active yogurt cultures with acidophilous may reduce recurrences of thrush at least for vaginal thrush -- I've never heard of anyone taking it for oral thrush before (though presumably it would work by the same mechanism). Candida is clearly a common minor pathogen and a less common major pathogen. That does not mean…"
5441,sci.med,"If she is having problems with fresh vegetables, the guess is that there is some obstruction of the intestine. Without knowing more it is not possible to say whether the obstruction is permanent due to scarring, or temporary due to swelling of inflammed intestine. In general, there are no dietary limitations in patients with Crohn's except as they relate to obstruction. There is no evidence that any foods will bring on recurrence of Crohn's. It is important to distinguish recurrence from recurrent symptoms. A physician would think of new inflammation as recurrence, while pains from raw…"
5442,sci.med,"Reading this definition, I wonder: when should you recognize something as being a ""mistake""? It seems to me, that proponents of pseudo-sciences might have their own ideas of what constitutes a ""mistake"" and which discoveries of such previous mistakes they accept."
5443,sci.med,"Subject: options before back surgery for protruding disc at L4-L5 From: Alex Miller, amiller@almaden.ibm.com Date: 13 Apr 93 18:30:42 GMT rest You don't say whether or not you have any symptoms other than pain. If you have numbness, weakness or bladder problems, for example, these would suggest a need for surgery. If pain is your only symptom you might do well to find a reputable, multi-disciplinary pain clinic in your area. Chronic low back pain generally doesn't do well with surgery, acute on chronic pain (as only symptom) doesn't fare much better. e correlation between MRI findings and…"
5444,sci.med,"=There is no contradiction here. It is essential in the sense that your =body needs it. It is non-essential in the sense that your body can =produce enough of it without supplement. And when you're in a technical discussion of amino acids, it's the latter definition that's used almost universally. -------------------------------------------------------------------------------- Carl J Lydick | INTERnet: CARL@SOL1.GPS.CALTECH.EDU | NSI/HEPnet: SOL1::CARL"
5445,sci.med,"How about Kirlian imaging ? I believe the FAQ for sci.skeptics (sp?) has a nice write-up on this. They would certainly be most supportive on helping you to build such a device and connect to a 120Kvolt supply so that you can take a serious look at your ""aura""... :-)"
5446,sci.med,"Thanks to aldridge@netcom.com, I now know a bit more about Stargardt's disease, aka juvenile macular distrophy, but I would like to learn more. First, what is the general prognosis - is blindness the result? Second, what treatments, if any, are available?"
5447,sci.med,"L(> |JB> 1) Ron...what do YOU consider to be ""proper channels""... L(> L(> | I'm glad it caught your eye. That's the purpose of this forum to L(> | educate those, eager to learn, about the facts of life. That phrase L(> | is used to bridle the frenzy of all the would-be respondents, who L(> | otherwise would feel being left out as the proper authorities to be L(> | consulted on that topic. In short, it means absolutely nothing. L(> L(> An apt description of the content of just about all Ron Roth's L(> posts to date. At least there's entertainment value (though it L(> is diminishing). Well,…"
5448,sci.med,"Having been gone for 10 days, I'm way behind on my News reading, so many pardons if I am repeating something that has been said already. I read a good book while I was away, THE ANTIBIOTIC PARADOX: HOW MIRACLE DRUGS ARE DESTROYING THE MIRACLE, Stuart B. Levy, M.D., 1992, Plenum Press, ISBN:0-306-44331-7. It is about drug resistant microorganisms & the history of antibiotics. It is interesting & written at a level which I think many sci.med readers would appreciate -- which is: it assumes an intelligent reader who is capable of understanding scientific concepts, but who may not yet have been…"
5449,sci.med,"I'm not sure about that. Did you see the ""poll"" they took that showed that most people thought physicians should be paid $80,000 per year tops? That's all I make, but I doubt that most physicians are going to work very hard for that kind of bread. Many wouldn't be able to service their med school debts on that. Mike Royko had a good column about it. -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5450,sci.med,"Ihave had a frozen shoulder for over a year or about a year. It is still partially frozen, and I am still in physical therapy every week. But the pain has subsided almost completely. UNTIL last week when I mowed the lawn for twenty minutes each, two days in a row. I have a push type power mower. The pain started back up a little bit for the first time in quite a while, and I used ice and medicine again. Can anybody explain why this particular activity, which does not seem to stress me very much generally, should cause this shoulder problem? Thanks."
5451,sci.med,It also gave me lots of problems with joint and muscle pain. Seemed to trigger arthritis-like problems. Sue
5452,sci.med,":Is erythromycin effective in treating pneumonia? : :-fm Not only is it effective, it is in fact the drug of choice for uncomplicated cases of community-acquired penumonia."
5453,sci.med,"One thing that I haven't seen in this thread is a discussion of the relation between IBD inflammation and the profile of ingested fatty acids (FAs). I was diagnosed last May w/Crohn's of the terminal ileum. When I got out of the hospital I read up on it a bit, and came across several studies investigating the role of EPA (an essentially FA) in reducing inflammation. The evidence was mixed. [Many of these studies are discussed in ""Inflammatory Bowel Disease,"" MacDermott, Stenson. 1992.] But if I recall correctly, there were some methodological bones to be picked with the studies (both the ones…"
5454,sci.med,"And has been rather thoroughly demolished as myth by Robert Scott Root- Bernstein. See his book, ""Discovering"". Ring structures for benzene had been proposed before Kekule', after him, and at the same time as him. The current models do not resemble Kekule's. Many of the predecessors of Kekule's structure resemble the modern model more. I don't think ""extra-scientific"" is a very useful phrase in a discussion of the boundaries of science, except as a proposed definiens. Extra-rational is a better phrase. In fact, there are quite a number of well-known cases of extra-rational considerations…"
5455,sci.med,"I have a 42 yr old male friend, misdiagnosed as having osteopporosis for two years, who recently found out that his illness is the rare Gaucher's disease. Gaucher's disease symptoms include: brittle bones (he lost 9 inches off his hieght); enlarged liver and spleen; internal bleeding; and fatigue (all the time). The problem (in Type 1) is attributed to a genetic mutation where there is a lack of the enzyme glucocerebroside in macrophages so the cells swell up. This will eventually cause death. Enyzme replacement therapy has been successfully developed and approved by the FDA in the last few…"
5456,sci.med,"Gosh, Jesse is that famous now? He was my intern. Landau not liking it makes me like it out of spite. (Just kidding, Bill). -- ---------------------------------------------------------------------------- Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon."""
5457,sci.med,"The fantasy was that he had found something of fundamental importance to one of the hot questions of the day ('77). He really had very little reason to believe it, other than raw hope. By fantasy, I certainly don't mean Velikovskian manias. I'm not familiar with the history of this experiment, although, arguably, I should be. I think that it is enough if his contemporaries found the result surprising. That's not what I'd quibble about. What I'd like to know are Toricelli's reasons for doing his experiment; not the post hoc _constructed_ reasons, but the thoughts in his head as he considered…"
5458,sci.med,"Well, certainly in Archimedes case the description ""while observing the phenomena in his bath"" seems more accurate than ""while meditating in his bath"" -- it was, after all, a rather buoyancy intense environment."
5459,sci.med,"It would be nice to think that individuals can somehow 'beat the system' and like a space explorer, boldly go where no man has gone before and return with a prize cure. Unfortunately, too often the prize is limited and the efficacy of the 'cure' questionable when applied to all sufferers. This applies to both medical researchers and non-medical individuals. Just because it appears in an obscure journal and may be of some use does not make the next cure-all. What about the dozens of individuals who have courageously participated in clinical trials? Did they have any guarentee of cures? Are…"
5460,sci.med,"Carl Lydick: Believe what you will. The mass of anectdotal evidence, combined with the lack of a properly constructed scientific experiment disproving the hypothesis, makes the MSG reaction hypothesis the most likely explanation for events."
5461,sci.med,PDR and CPS are good places to starts. do a medline search... lots of interesting debates going on (remember when Prozac was impicated in suicidal behaviour?)
